Block,Lot,Address,Sale_Price,Assessed_Value,Ratio,Implied_Overpayment,Annual_Tax_Savings,Sale_Date,Owner_Name
01011,00002,WESTERN REACH         MONMOUTH,357600,486100,1.3593400447427293,74860.00000000006,1646.9200000000012,050625,
00198,00002,1 THOMPSON AVE         1SF2G,328900,452900,1.3770142900577682,74665.00000000006,1642.6300000000012,050125,
00395,00001,LEONARD AVE           1SF2G,264300,374500,1.4169504351116156,70555.0,1552.2099999999998,050625,
00480,00017,9 LEONARDVILLE RD      1SF2G,467700,607100,1.2980543083172975,69245.0,1523.3899999999999,080725,
00194,00014,KELLY ST              1SF1G1OB,460600,598200,1.2987407729049067,68510.0,1507.2199999999998,050625,
01000,00016,MELISSA LANE          1SF2G,854600,1049900,1.2285279663000235,67110.00000000012,1476.4200000000026,050625,
00404,00002,BURLINGTON AVE        1SF1G,377500,499500,1.32317880794702,65375.00000000006,1438.2500000000011,022725,
01011,00204,CLAREMONT CT           JUNIPER,344200,461100,1.3396281231841953,65270.00000000006,1435.9400000000012,050125,
01011,00204,CLAREMONT CT           JUNIPER,344200,461100,1.3396281231841953,65270.00000000006,1435.9400000000012,041125,
00375,00006,6 BEACH AVE            1SF2G,697600,865800,1.241112385321101,63560.00000000012,1398.3200000000024,050625,
00596,00073,6 MIDDLEWOOD RD,368500,483400,1.3118046132971506,59625.00000000006,1311.7500000000011,050125,
00584,00001,PEARL ST              1SF1G,455400,581700,1.27733860342556,57990.00000000006,1275.780000000001,012225,
00665,00009,3 EAST RD              1SF1G,538200,676300,1.256596060943887,57370.0,1262.1399999999999,050625,
00648,00003,4 BROOKSIDE DR         1SF,433100,555000,1.2814592472870008,56935.00000000006,1252.5700000000013,050125,
00656,00065,1 HOPPING RD           2SF2OB,454000,578000,1.2731277533039647,55900.00000000006,1229.8000000000013,050625,
00423,00001,BREVENT AVE           1.5SF,309500,411000,1.3279483037156705,55075.0,1211.6499999999999,050625,
00198,00025,HIALEAH AVE           1SF1G,469800,594600,1.2656449553001277,54330.0,1195.26,050625,
00062,00030,SHORELAND TERR        1SF,253500,341300,1.3463510848126232,49775.0,1095.05,050125,
00099,00002,9 MONMOUTH PKWY        1SF1G,345700,447000,1.2930286375470061,49445.00000000006,1087.7900000000013,050625,
01011,00556,WESTERN REACH          NAVESINK 11,299800,391800,1.3068712474983322,47030.0,1034.6599999999999,050625,
00070,00013,BAY AVE               1.5SF1G,313900,406800,1.2959541255176807,45815.0,1007.93,090325,
00897,00022,CRAWFORD RD           2SF2G,742800,899500,1.210958535271944,45280.00000000012,996.1600000000025,121724,
01128,00052,3 RIVERBROOK AVE       1SF1G,608100,742700,1.2213451734912022,43385.0,954.4699999999999,050625,
00095,00019,TAYLOR AVE            1SF1OB,291200,376700,1.2936126373626373,41820.0,920.04,121724,
00415,00006,0 GLENMARY AVE         2SF,390700,490600,1.255694906577937,41295.00000000006,908.4900000000013,121724,
00491,00001,7 PRINCETON PL         1SF,345300,438100,1.2687518100202722,41005.00000000006,902.1100000000013,121724,
01011,00251,A BELMONT CT           ELTON LOWER,260100,338700,1.3021914648212225,39585.0,870.87,121724,
00306,00035,1 CEDAR AVE            1SF,307900,391400,1.2711919454368301,37315.0,820.93,051225,
01056,00067,58 W FRONT ST          2SF1G,710200,853700,1.2020557589411434,36970.00000000012,813.3400000000025,050625,
00369,00011,4 CONCORD AVE          1SF1OB,397400,490400,1.2340211373930547,33390.00000000006,734.5800000000013,121724,
00524,00011,ABERDEEN TERR         1SF1G,416800,512500,1.2296065259117082,33180.00000000006,729.9600000000013,050625,
00925,00001,WESLEYAN ST           1SF1G,550500,666100,1.2099909173478656,33025.0,726.55,050625,
00098,00023,4 THOMPSON AVE         1SF2G,313500,393200,1.2542264752791068,32675.0,718.8499999999999,050625,
00171,00017,DAKOTA AVE            1SF,397200,488500,1.2298590130916416,31720.00000000006,697.8400000000013,050625,
01007,00033,1 BUCHANAN BLVD,813000,966300,1.188560885608856,31350.000000000116,689.7000000000025,050625,
00112,00019,DAY AVE               1SF1G,348300,431700,1.239448751076658,31155.00000000006,685.4100000000012,060325,
00175,00006,DAKOTA AVE            1SF,365500,451200,1.2344733242134063,30875.00000000006,679.2500000000013,050625,
01064,00009,TROON CT              2SF2G,869200,1029900,1.1848826507132997,30320.000000000116,667.0400000000026,050625,
00985,00010,1 DWIGHT RD,739700,880900,1.190888197918075,30245.000000000116,665.3900000000025,050625,
00084,00004,3 RARITAN PL           1SF1G,350700,433100,1.2349586541203308,29795.00000000006,655.4900000000013,121724,
00871,00106,02 BUCKINGHAM CIR      2SF1G,350300,432200,1.2337996003425635,29355.00000000006,645.8100000000012,050625,
00110,00004,2 HUDSON AVE           1SF,238000,302200,1.2697478991596638,28500.0,627.0,072925,
00189,00012,9 THOMPSON AVE         1SF1OB,464300,559800,1.205685978892957,25855.0,568.81,050625,
00518,00008,MORRIS AVE W,525100,627700,1.1953913540278043,23835.0,524.37,050625,
00108,00007,8 CEDAR AVE            1.5SF1OB,400700,483000,1.20539056650861,22195.00000000006,488.29000000000127,021325,
00478,00007,0 SEVENTH ST           1SF,365600,440300,1.2043216630196936,19860.00000000006,436.92000000000127,072925,
00189,00006,1 THOMPSON PL          1SF2G,455800,542600,1.1904344010530934,18430.00000000006,405.46000000000123,050625,
00871,00140,04 LONDON CT           BLDG 29 MODE,389800,465900,1.1952283222165212,17630.00000000006,387.86000000000126,050625,
00291,00002,4 RIDGE AVE            1SF1G,474200,562500,1.1862083509067904,17170.0,377.73999999999995,050125,
00083,00021,0 FOREST AVE,465400,551500,1.1850021486892994,16290.0,358.38,050625,
00674,00016,HOSFORD AVE           2SF2G,429200,509500,1.1870922646784716,15920.000000000058,350.24000000000126,042225,
01010,00230,RUTLAND CT             SHREWSBURY,240300,292000,1.2151477320016646,15655.0,344.40999999999997,050625,
01109,00061,PINE ST                1SF1G,644100,755700,1.1732650209594784,14985.0,329.66999999999996,050625,
00643,00016,7 PARK AVE             1SF1G,453500,536500,1.1830209481808158,14975.000000000058,329.45000000000124,121724,
01043,00027,GLENMARY AVE          1SF1G,523100,615700,1.1770216019881476,14135.0,310.96999999999997,050625,
00966,00008,DAVID TERR            1SF1G,587000,688400,1.1727427597955706,13350.0,293.7,050625,
00653,00009,4 TURNER DR            1SF1G,391600,463400,1.183350357507661,13060.000000000058,287.32000000000124,050625,
00079,00009,9 MORNINGSIDE AVE      1SF,305600,364500,1.1927356020942408,13060.0,287.32,050125,
01010,00210,AUGUSTA CT            IVY,398300,471000,1.182525734371077,12955.000000000058,285.01000000000124,121724,
00832,00007,0 KINGS HWY EAST,928600,1080800,1.163902649149257,12910.0,284.02,050625,
00721,00001,4 SEVENTH AVE          2SF1G,607000,710900,1.1711696869851729,12850.0,282.7,080425,
00654,00001,6 FAIRFIELD AVE        1SF,388800,458800,1.1800411522633745,11680.000000000058,256.9600000000013,022725,
00871,00019,3 BUCKINGHAM CIR       BLDG 2  MODE,362100,428000,1.1819939243302955,11585.000000000058,254.87000000000126,050625,
00306,00087,7 EAST END AVE         1SF1G,421900,494100,1.1711305996681678,8915.000000000058,196.13000000000127,012225,
00339,00015,0 OCEAN BLVD           1SF1G,732900,851000,1.1611406740346568,8165.000000000116,179.63000000000255,050625,
01104,00007,1 LAUREL AVE           2SF2G,774600,898200,1.1595662277304415,7410.000000000116,163.02000000000254,050625,
00871,00145,04 LONDON CT           BLDG 27 MODE,407900,474700,1.1637656288305958,5615.000000000058,123.53000000000128,050625,
00732,00009,5 LAKESIDE DR          1SF1G,515300,598100,1.1606830972249176,5505.0,121.11,022725,
01011,00113,EASTPORT CT           VILLA 110M,425300,493900,1.1612979073595109,4805.000000000058,105.71000000000127,050625,
00622,00016,5 GREENOAK BLVD        1SF2G,540000,625500,1.1583333333333334,4500.0,99.0,050625,
00312,00008,FOURTH ST             1SF,341300,395900,1.1599765602109582,3405.000000000058,74.91000000000128,051225,
00654,00026,9 BROOKSIDE DR         1SF,466200,538900,1.155941655941656,2770.0,60.94,040925,
00432,00006,1 LEONARDVILLE RD      2SS1G,419100,484100,1.1550942495824386,2135.000000000058,46.97000000000128,050625,
01011,00211,CONWAY CT             ELTON LOWER,342800,396300,1.1560676779463244,2080.000000000058,45.76000000000128,050625,
01011,00585,WESTERN REACH         TERRACE 200,273200,316100,1.1570278184480234,1920.0,42.239999999999995,121724,
00487,000011019,19 WEDGEWOOD CIR,317100,366300,1.1551561021759698,1635.0,35.97,050625,
00030,00029,WILSON AVE            1SF1G,391900,452200,1.153865782087267,1515.0000000000582,33.33000000000128,030325,
00638,00037,COLONIAL SQUARE        BLD.1 UNIT 1,559800,645100,1.1523758485173277,1330.0,29.259999999999998,050625,
00013,00001,OCEAN AVE             1SF,275300,317700,1.154013803123865,1105.0,24.31,050625,
01011,00576,WESTERN REACH         TERRACE 200,278800,321600,1.1535150645624104,980.0,21.56,050625,
00697,00001,7 ELMWOOD AVE,482700,555600,1.151025481665631,495.0,10.889999999999999,050625,
